precio_lici,tipo_cont,tipo_pro,por_adj
90247.93,Servicios,Abierto,0.38461535904480026
215506.34,Suministros,Abierto,0.4166666744003912
50160.0,Servicios,Abierto simplificado,0.3409090909090909
78296.4,Servicios,Abierto simplificado,0.20833333333333334
27574.9,Servicios,Abierto simplificado,0.20833330311261328
49586.78,Obras,Abierto simplificado,0.8567999374026706
134400.0,Suministros,Abierto,0.9996428571428572
168500.0,Servicios,Abierto,0.8890207715133531
218958.3,Servicios,Abierto,0.9299989998095528
19868.2,Servicios,Abierto,0.40906674988172054
365328.0,Servicios,Abierto,0.7021087899093418
41795.64,Obras,Abierto simplificado,0.871143497264308
126000.0,Suministros,Abierto,0.35005000000000003
57851.24,Obras,Abierto simplificado,0.8928538091836925
27109.8,Servicios,Abierto simplificado,0.9348648828099064
15419.0,Suministros,Abierto simplificado,0.9532395096958298
23400.0,Suministros,Abierto,0.5
89540.0,Servicios,Abierto,0.8225149653786018
216000.0,Servicios,Abierto,1.0
149851.0,Obras,Abierto simplificado,0.7173304816117343
57851.24,Obras,Abierto simplificado,0.8850285663712654
11200.0,Servicios,Abierto simplificado,0.49808125000000003
520402.2,Servicios,Abierto,0.6656389999888548
49297.73,Obras,Abierto simplificado,0.9143802361690894
124528.91,Suministros,Abierto,0.8307992095971931
176716.8,Servicios,Abierto,0.96045197740113
416000.0,Servicios,Abierto,0.46875
186180.0,Servicios,Abierto,0.5993333333333334
413244.55,Obras,Abierto,0.6192459162498332
97190.08,Servicios,Abierto simplificado,0.41053572545675443
253440.0,Suministros,Abierto,0.42916666666666664
20560.74,Servicios,Abierto,0.45454541033056206
58488.86,Servicios,Abierto simplificado,0.9750000256459093
580818.72,Servicios,Abierto,0.18590206596646885
372833.44,Servicios,Abierto,0.5557469040330717
95400.0,Servicios,Abierto simplificado,0.5828092243186582
154025.0,Servicios,Abierto,0.9870150949521181
90826.44,Obras,Abierto,0.9099112549165199
95408.5,Suministros,Abierto,0.7773426895926464
186915.88,Obras,Abierto simplificado,0.9410650395247316
19834.71,Suministros,Abierto simplificado,0.9216998887304126
429657.95,Obras,Abierto,0.6598999971954436
198493.0,Suministros,Abierto,0.9812839747497393
92710.48,Servicios,Abierto simplificado,0.5
10800.0,Servicios,Abierto simplificado,0.4166666666666667
96000.0,Servicios,Abierto simplificado,0.29975
327102.8,Obras,Abierto simplificado,0.8162265807568753
264462.8,Servicios,Abierto,0.25
160138.93,Obras,Abierto,0.568256575712102
11616.0,Servicios,Abierto simplificado,0.5303030303030303
96783.58,Suministros,Abierto simplificado,0.3666324390976238
198660.0,Suministros,Abierto,0.9756266988825129
270000.0,Servicios,Abierto,0.32055555555555554
279362.64,Servicios,Abierto,0.5935482282097563
145965.02,Obras,Abierto simplificado,1.0
140227.0,Obras,Abierto simplificado,1.0
467251.2,Servicios,Abierto,0.509430473372781
460267.12,Obras,Abierto simplificado,0.7598000048319767
84807.0,Servicios,Abierto simplificado,0.3749926303253269
455752.08,Servicios,Abierto,0.2303884164390429
41322.3,Suministros,Abierto simplificado,0.8287387197711646
57851.24,Obras,Abierto simplificado,0.9598055288011114
469918.8,Suministros,Abierto,0.33839178172909873
393000.0,Servicios,Abierto,0.5
424294.5,Suministros,Abierto,0.23809523809523808
81045.56,Servicios,Abierto simplificado,0.49231568021739874
469700.0,Servicios,Abierto,0.49850240579093036
278138.46,Obras,Abierto,0.8799933673322272
7236.2,Obras,Abierto simplificado,0.9598214532489429
291850.0,Suministros,Abierto,1.0
247933.88,Obras,Abierto simplificado,0.9438000163592003
86056.2,Obras,Abierto,0.9644859986845806
54800.0,Suministros,Abierto simplificado,0.8868613138686131
558000.0,Servicios,Abierto,0.26881720430107525
114661.33,Obras,Abierto simplificado,0.7439460191155989
180000.0,Servicios,Abierto,0.2
273057.85,Obras,Abierto simplificado,0.7324455239063811
35622.96,Servicios,Abierto simplificado,0.47250003930049606
99173.55,Suministros,Abierto simplificado,0.8959042002630742
243297.6,Obras,Abierto simplificado,0.7447934134985302
298879.12,Obras,Abierto,0.815305164174734
92400.0,Servicios,Abierto,0.24
132888.0,Suministros,Abierto,0.19806152549515382
183970.0,Obras,Abierto simplificado,0.7899999999999999
82529.18,Obras,Abierto simplificado,1.0
30523.2,Suministros,Abierto simplificado,0.2764454578812182
63672.49,Obras,Abierto simplificado,0.8264462407548377
212796.72,Suministros,Abierto,0.24277836613271103
98997.65,Suministros,Abierto simplificado,0.7000000505062495
104589.8,Obras,Abierto simplificado,0.7284298277652314
77332.45,Obras,Abierto simplificado,0.7854917308322703
48308.6,Obras,Abierto simplificado,0.826447050835669
378979.97,Servicios,Abierto,0.6289582533873757
300982.5,Servicios,Abierto,0.5893698138596097
97500.0,Servicios,Abierto simplificado,0.8299692307692308
151311.6,Servicios,Abierto,0.441327697281636
18314.05,Obras,Abierto simplificado,0.9827973604964495
132000.0,Servicios,Abierto,0.26666666666666666
176973.21,Servicios,Abierto,0.3107815019007679
22000.0,Servicios,Abierto simplificado,0.7963636363636364
53645.0,Suministros,Abierto simplificado,0.6126186969894678
60800.0,Servicios,Abierto simplificado,0.6231595394736842
40000.0,Servicios,Abierto simplificado,0.40375
150000.0,Servicios,Abierto,0.688
71735.6,Obras,Abierto simplificado,1.0
109643.65,Obras,Abierto simplificado,0.8895148054629702
